latencia_mediana,latencia_std,mfcc_mediana_1,mfcc_std_1,mfcc_mediana_2,mfcc_std_2,mfcc_mediana_3,mfcc_std_3,mfcc_mediana_4,mfcc_std_4,mfcc_mediana_5,mfcc_std_5,mfcc_mediana_6,mfcc_std_6,mfcc_mediana_7,mfcc_std_7,mfcc_mediana_8,mfcc_std_8,mfcc_mediana_9,mfcc_std_9,mfcc_mediana_10,mfcc_std_10,mfcc_mediana_11,mfcc_std_11,mfcc_mediana_12,mfcc_std_12,anon_id,label,split
5.929999999999997,5.040148531761956,-105.039536,77.69711,82.42203,28.131914,18.674559,28.235817,39.629868,22.07949,-25.606987,18.354692,9.926985,19.763744,-14.028299,11.351336,9.061318,10.467862,-9.901835,9.001632,4.3112535,9.470428,-5.9414577,8.361872,2.7172353,7.5054116,call_01bf49059daf_grave,synthetic,train
5.929999999999997,5.040148531761956,-111.942245,77.595406,62.68062,28.780699,26.66072,32.922188,8.008187,16.328665,-14.213333,21.200287,1.0248965,13.470459,-6.9225073,13.817238,-1.7182727,9.590551,-7.469002,10.292141,-0.9918512,9.376242,-5.760377,8.713305,-2.7452953,8.890214,call_01bf49059daf_ruido,synthetic,train
4.18,2.290807838736507,7.8689566,114.5638,50.876633,39.12385,15.167662,44.898136,-11.036764,18.944347,-20.722332,22.27962,-4.836798,12.872081,-12.945652,15.726608,3.0745537,11.612837,-9.082956,14.422248,7.42962,13.074983,-3.961347,14.983334,7.8040533,13.91451,call_01c3806808d6_orig,synthetic,train
4.18,2.290807838736507,31.569887,64.18965,47.654343,32.72682,6.823539,38.993748,-27.653961,17.892025,-14.354653,18.13854,-9.164518,15.061673,-1.3580573,14.053735,-2.257239,12.511384,1.9074581,12.735528,1.7306039,13.633543,-0.5101222,11.797917,-1.9023515,14.406178,call_01c3806808d6_agudo,synthetic,train
4.18,2.290807838736507,15.139211,59.0565,71.78877,30.132488,1.8437195,35.424587,24.229246,23.499859,-37.603878,18.681929,10.914709,14.649109,-30.38559,10.92466,12.735863,11.927197,-20.167713,9.40139,7.12943,12.1563635,-9.037977,9.9846945,5.091178,10.869969,call_01c3806808d6_grave,synthetic,train
4.18,2.290807838736507,8.851731,91.214615,47.97758,36.03858,13.30879,42.70474,-9.992754,18.01032,-18.931377,21.800335,-5.5660934,12.17847,-12.019392,15.218459,2.8049831,11.125803,-8.822898,13.680659,6.9135084,12.565791,-3.7341003,14.261074,7.1105113,13.331186,call_01c3806808d6_ruido,synthetic,train
2.1300000000000026,1.67959320471754,-27.074436,87.74788,49.14827,37.523663,13.172737,41.14452,12.303421,34.96171,1.2097344,19.50531,13.09655,17.755423,-8.29352,13.299585,1.3110569,18.081886,-7.948989,14.086977,-2.2879212,11.092531,-3.1125288,10.988062,-1.4306029,11.157964,call_0294f969f98b,synthetic,val
2.719999999999999,2.8678788193532974,-131.68497,96.92248,70.21428,40.14885,31.584614,21.089281,39.287548,23.836435,11.089777,15.165072,15.525465,14.360355,1.8432274,18.974222,0.98831916,11.547196,-1.4214215,9.481191,-3.6661906,10.701054,0.36448586,9.273384,-0.0035121068,8.354976,call_02c249d2f89d_orig,synthetic,train
2.719999999999999,2.8678788193532974,-106.68411,84.9114,72.866196,30.175014,40.205612,21.850536,33.709915,18.491533,5.684554,15.432994,6.0505495,17.207283,-11.053121,13.263196,-0.75950295,11.135856,-7.323905,10.704304,0.5027966,7.6694593,-2.164925,8.479376,-2.184882,8.264286,call_02c249d2f89d_agudo,synthetic,train
2.719999999999999,2.8678788193532974,-132.59158,78.267746,75.16469,32.749287,16.50893,16.827969,47.594315,21.126614,9.6303,13.652883,24.354969,11.401289,4.724124,15.593268,7.024267,14.038239,-0.7943711,10.43386,1.571794,8.07648,-5.791294,8.484225,2.062342,9.02358,call_02c249d2f89d_grave,synthetic,train
2.719999999999999,2.8678788193532974,-125.46495,78.31815,65.24807,36.233974,31.742697,17.704702,35.607082,22.666388,12.366683,13.896423,14.761829,13.298799,3.30052,17.683533,1.3700521,10.672511,-0.8725255,8.981131,-2.8255186,9.797933,-0.13193703,8.208774,0.053158015,7.4999065,call_02c249d2f89d_ruido,synthetic,train
3.7300000000000004,2.2737835949656007,-105.11866,94.45287,60.63331,32.136803,15.089142,34.277752,22.284985,20.885191,-21.347075,23.22129,0.35551766,16.492785,-12.8206625,14.757102,4.6563253,10.732916,-7.989182,10.978071,4.088633,10.672266,-7.666528,12.807509,-2.4583333,14.854265,call_02d28871d7b3_orig,synthetic,train
3.7300000000000004,2.2737835949656007,-73.117546,72.39757,58.610424,24.049114,23.493498,31.574484,-0.5092198,14.302663,-21.482786,22.395208,-1.5153527,16.314367,-0.90489787,14.651238,2.6128578,12.7521305,-2.5772204,12.451306,0.32863936,14.44459,-4.1326575,16.791903,2.0682402,19.609957,call_02d28871d7b3_agudo,synthetic,train
3.7300000000000004,2.2737835949656007,-91.64756,66.57433,79.04099,26.407442,-1.6226358,25.078821,46.670258,23.735695,-26.154861,17.514816,2.2868822,17.290499,-19.519121,11.18754,2.4078858,12.015469,-7.7170067,10.064303,-0.13439757,8.048016,-1.5169746,10.286023,-2.0643818,9.507022,call_02d28871d7b3_grave,synthetic,train
3.7300000000000004,2.2737835949656007,-100.93606,75.38283,56.46919,29.342611,15.283301,30.487043,19.83852,18.952263,-17.97299,22.236181,-1.414047,15.11202,-11.151281,13.17264,2.27074,10.279754,-6.0611153,10.501815,2.3550704,10.335134,-7.0818777,12.283517,-3.3055437,14.728003,call_02d28871d7b3_ruido,synthetic,train
2.4599999999999937,4.232390738217203,-155.55421,98.536514,82.39201,35.179623,30.265629,31.48678,16.366495,19.555855,0.98906946,18.105604,2.0712504,16.208973,3.0568948,11.970703,1.755055,12.5979395,-1.8012718,9.703754,1.5749202,9.481732,-1.5364906,11.049167,0.80863357,10.588062,call_03680846967f_orig,synthetic,train
2.4599999999999937,4.232390738217203,-117.183685,79.85924,92.825165,30.957092,29.304451,31.64147,9.294796,15.4546995,-1.5580416,19.469252,3.0685325,14.003912,2.1111934,12.727217,-2.7901332,10.208005,0.17116678,10.447222,-0.75142574,10.712742,0.7328568,9.227196,-0.95976925,10.251757,call_03680846967f_agudo,synthetic,train
2.4599999999999937,4.232390738217203,-137.86523,74.38377,90.246475,31.758617,25.265713,24.872986,32.611526,21.306795,-5.122734,15.591437,10.000309,16.144722,-7.5743904,12.845062,11.843644,9.535104,-8.629901,10.079397,7.0518875,8.992664,-7.085821,8.150786,4.212969,8.580681,call_03680846967f_grave,synthetic,train
2.4599999999999937,4.232390738217203,-136.0865,71.14678,66.771835,32.55195,29.233784,25.998623,14.669659,16.216629,2.928959,14.95125,2.7233365,14.243101,2.7441914,10.224483,1.3861097,10.514405,-0.9930624,8.272121,0.6706173,8.485142,-1.4176247,9.516144,0.31014657,9.60907,call_03680846967f_ruido,synthetic,train
3.8400000000000034,6.539167604519711,-71.23183,75.497,120.75633,29.231152,-5.6735806,21.41015,27.940655,23.2657,15.796624,13.046225,21.50786,12.608912,1.9555964,12.436476,-0.6492981,10.491111,3.260514,7.6844378,-8.665718,9.028508,-2.376884,7.128549,-6.4194107,7.1971226,call_04d682ac0cef_orig,human,train
3.8400000000000034,6.539167604519711,-43.443367,61.23006,115.95448,23.314009,-9.653469,22.959288,35.435425,17.712685,15.160929,14.180038,12.040674,12.857865,-12.897596,10.923151,1.9105215,7.9726186,-10.674452,8.627809,-5.4390817,8.055161,-4.56075,8.511724,-2.594136,6.972117,call_04d682ac0cef_agudo,human,train
3.8400000000000034,6.539167604519711,-71.70974,56.96135,128.20201,26.652885,-6.203203,17.94153,16.109394,20.280273,17.648596,11.512507,18.342941,10.847661,18.581703,10.524917,-2.2417173,10.031816,8.831876,7.654336,1.434037,6.8932376,-2.4737186,8.997307,-0.14327626,6.8991957,call_04d682ac0cef_grave,human,train
3.8400000000000034,6.539167604519711,-65.48814,61.77974,112.11274,30.237541,-1.3679414,20.531542,23.749142,22.221563,17.95804,12.16792,19.667751,12.155701,2.7343554,12.240853,-0.6294053,9.890843,3.0230472,7.247134,-7.437608,8.801188,-2.796019,6.9851394,-5.7062206,6.9823284,call_04d682ac0cef_ruido,human,train
3.539999999999999,4.572379560758867,-77.6662,72.56163,57.581345,34.414413,4.5157766,28.451248,29.783619,25.795961,2.1505451,18.104855,11.73991,17.195517,-5.4387937,11.2709,8.696846,9.868639,-6.1646237,10.513081,2.059838,9.55468,-7.202262,9.80856,-0.4619028,8.521083,call_05d6615469e1_orig,synthetic,train
3.539999999999999,4.572379560758867,-47.970596,53.72814,51.065544,26.646936,10.952523,30.308983,20.143173,16.049717,0.9213331,17.304853,0.26475182,14.780308,-4.5471754,10.554509,-1.7719147,10.22436,-8.790224,9.882672,-4.184266,10.064966,-6.322294,7.928509,1.6121296,9.2712145,call_05d6615469e1_agudo,synthetic,train
3.539999999999999,4.572379560758867,-66.191216,50.502205,75.89793,27.991165,-13.827791,19.846964,42.97663,26.46493,-4.6366625,12.061728,23.537561,13.5589285,-8.029896,13.033059,13.111385,9.09436,-3.0052898,9.177565,5.939776,9.214022,-0.5809083,7.5576186,-0.65288675,7.9204135,call_05d6615469e1_grave,synthetic,train
3.539999999999999,4.572379560758867,-72.461105,59.92289,53.13608,30.51483,6.9764023,25.977776,27.991932,24.320147,4.2248416,16.819326,10.290567,16.28994,-3.9332795,11.077967,7.1535363,9.154787,-4.7790675,9.993109,1.0697954,9.025335,-6.1429043,9.482644,-1.3607535,8.150474,call_05d6615469e1_ruido,synthetic,train
1.1599999999999993,2.9798260556279628,-167.39363,179.74094,48.539253,36.61643,5.421628,36.01079,25.016254,28.717628,0.5186974,19.256506,3.3303342,15.464883,0.378218,15.820371,-0.09943235,15.096552,-1.026854,14.021539,0.5602803,9.91715,0.9699121,8.2629,0.3472853,9.312171,call_0615c3630150_orig,human,train
1.1599999999999993,2.9798260556279628,-98.0115,176.43582,44.512115,30.201149,15.532438,39.64608,24.65976,19.714745,-6.2867775,21.027172,4.99135,14.798476,-7.545707,19.18653,-1.4930781,14.29415,-1.5333784,11.285763,2.8249946,8.454854,-1.1368229,9.163302,1.7495918,7.759343,call_0615c3630150_agudo,human,train
1.1599999999999993,2.9798260556279628,-101.5108,174.44055,54.367493,37.15836,-9.413779,30.507105,29.211311,29.788334,3.6818063,16.067438,6.650495,12.0725155,1.8636854,14.384291,3.6162887,12.897455,-3.7158098,12.20095,0.17211288,11.5443735,-2.9064112,9.663618,2.3081002,7.626379,call_0615c3630150_grave,human,train
1.1599999999999993,2.9798260556279628,-133.41174,113.2002,20.269394,32.749115,3.1743608,26.884483,11.542573,26.955038,0.9861853,14.582398,2.5294633,12.910171,-0.59487104,12.07605,-0.27154535,12.896063,-0.13607877,11.891294,-0.090034604,8.348327,1.1112815,6.7174373,0.12217319,7.906684,call_0615c3630150_ruido,human,train
3.0999999999999943,2.502572560683826,22.10921,61.475727,57.980278,30.01492,14.511433,26.728394,35.322678,29.979052,-6.2528224,19.142414,12.745047,18.66345,-13.018819,13.044706,0.55463725,11.732994,-18.615356,10.917908,0.8647184,9.351498,-9.263492,10.323289,-3.5431051,8.771442,call_064d8dd77899_orig,synthetic,train
3.0999999999999943,2.502572560683826,38.464615,43.22062,50.64511,24.244019,19.678444,29.467558,17.370766,18.599464,-7.169613,21.313072,-3.7339926,14.633898,-15.056765,11.929051,-10.491844,11.680066,-11.173783,9.398711,0.9330424,8.790317,-8.444176,7.8715286,6.1837196,8.809744,call_064d8dd77899_agudo,synthetic,train
3.0999999999999943,2.502572560683826,15.956381,41.72529,72.32506,25.814402,-2.49506,18.535538,51.28956,30.372395,-10.387009,12.522908,24.85234,13.770069,-9.461661,13.215582,10.021248,10.065734,-9.708376,9.846018,-4.9951286,9.518082,-3.0816262,7.3065605,-5.000638,9.21897,call_064d8dd77899_grave,synthetic,train
3.0999999999999943,2.502572560683826,22.7245,57.583134,56.993973,29.413456,15.408722,26.16346,35.423317,29.681997,-5.189439,18.764555,12.856998,18.56491,-12.273523,12.963229,0.31116465,11.557912,-18.318378,10.858997,0.35255212,9.201665,-8.867771,10.25643,-3.6507108,8.674747,call_064d8dd77899_ruido,synthetic,train
2.1599999999999966,2.96479611440652,-78.38853,98.747025,57.036835,36.446384,2.5807786,32.95328,30.881582,26.83893,-1.574743,20.010603,10.04408,19.914673,-6.33242,12.341647,6.0405173,11.271268,-8.43134,12.981565,-0.20654711,10.380317,-7.0592637,10.785096,-1.335369,10.0191765,call_06b5a78ea12e_orig,synthetic,train
2.1599999999999966,2.96479611440652,-50.71542,68.69811,50.93226,28.527287,9.998283,34.015648,19.956635,17.800758,-6.402116,20.198412,-2.4163656,17.137838,-6.840804,12.840926,-5.540494,11.700661,-11.353744,10.853228,-4.6575494,9.513902,-7.813704,10.179607,-0.8537651,9.603891,call_06b5a78ea12e_agudo,synthetic,train
2.1599999999999966,2.96479611440652,-69.30574,64.81169,78.31433,29.991076,-15.045614,24.422058,50.163006,27.51787,-6.4269714,12.957687,19.759502,16.013096,-9.123006,15.755584,12.664629,10.530037,-4.0184317,10.8109455,3.3098583,10.187275,-2.3574548,8.671824,0.536864,9.328736,call_06b5a78ea12e_grave,synthetic,train
2.1599999999999966,2.96479611440652,-74.240845,74.52636,51.808403,31.411095,5.021961,29.570797,27.841341,24.989151,0.0020221472,18.581675,8.031092,18.53918,-4.76567,11.628536,4.872712,10.456262,-7.1529984,12.344062,-1.1350198,9.5641,-5.8102584,10.311744,-1.909164,9.42001,call_06b5a78ea12e_ruido,synthetic,train
2.9599999999999937,2.717119951051549,-74.81679,87.7421,53.560135,25.996437,23.31733,37.40765,24.220596,20.286882,-15.820477,24.143763,-7.9419446,17.7553,-14.459394,13.474418,-2.7143002,14.206288,-9.342676,10.551749,2.711303,10.881569,-9.530249,11.802523,2.5243094,11.584647,call_0847d7417bb1,synthetic,val
3.269999999999996,5.5574811940502515,-192.61845,174.8498,50.329334,43.703873,6.811327,42.723293,19.472675,30.899527,2.1753852,21.287224,2.6063862,18.082817,0.15644178,15.270489,-1.2458781,15.448798,-1.1402007,12.029385,1.6246693,12.484555,-0.9664908,9.309544,0.15572691,9.22071,call_092aef8d1243_orig,human,train
3.269999999999996,5.5574811940502515,-116.02974,171.67336,46.397568,39.31021,9.468166,49.211514,21.799303,25.854975,-3.4769504,20.783407,-0.79417026,16.14436,-5.252871,18.584764,-1.2310773,13.038773,1.625243,12.688282,1.0639807,9.272476,0.5343471,9.151155,3.3415163,8.698528,call_092aef8d1243_agudo,human,train
3.269999999999996,5.5574811940502515,-121.16251,167.33449,55.646736,44.67901,-1.6549224,35.3746,19.821167,33.906986,3.9732928,22.725653,6.24234,17.501429,0.18782654,13.803563,2.2674747,13.685385,-5.9468484,13.823165,0.6025012,10.962831,-1.5220768,11.052493,-0.011465669,9.072321,call_092aef8d1243_grave,human,train
3.269999999999996,5.5574811940502515,-154.1298,110.41136,18.118519,37.485058,3.7232656,32.450047,6.3247514,28.283728,1.140069,15.831198,2.0095422,13.825777,-0.72131777,11.821414,-0.6816377,12.764403,-0.022188365,9.900617,0.26340598,10.517081,-0.7128167,7.3769646,-0.32656276,7.959767,call_092aef8d1243_ruido,human,train
4.299999999999997,7.443493989261093,-18.28838,104.186775,23.182117,36.53334,23.716616,38.95932,9.000896,21.635733,-3.923977,22.630276,-3.3113565,17.755522,-9.383171,15.109468,1.4468288,12.697644,-12.233627,11.81756,1.1414058,11.740201,-9.526388,14.534347,-1.1881738,14.574541,call_098d8081babe_orig,synthetic,train
4.299999999999997,7.443493989261093,3.51367,63.77854,31.093636,26.258972,27.522095,36.44628,-4.4640903,16.569595,-6.8115573,20.464308,-11.329924,15.340834,0.03146547,16.785795,-5.772992,11.42493,-3.7772563,12.074991,-2.8607917,14.802316,-2.9209561,15.475436,-0.7576431,16.185986,call_098d8081babe_agudo,synthetic,train
4.299999999999997,7.443493989261093,-7.063384,59.852505,44.667336,27.981726,4.65939,27.578783,34.051315,25.831749,-18.944336,17.000944,18.975437,16.551306,-26.492107,10.895945,17.063095,10.893795,-18.836445,9.904672,6.390028,9.678811,-12.330172,10.4585705,3.4638553,10.94261,call_098d8081babe_grave,synthetic,train
4.299999999999997,7.443493989261093,-17.37295,81.00532,22.738039,33.924118,23.020271,37.253593,8.8696575,20.605896,-3.1311889,21.947731,-2.881733,17.181726,-9.14485,14.735565,1.0433044,12.422844,-11.520826,11.698666,1.1242989,11.420132,-9.322325,14.224496,-1.4118009,14.448693,call_098d8081babe_ruido,synthetic,train
2.480000000000004,2.2407656181661557,-139.58643,99.99937,66.66655,37.76968,34.051502,21.32705,38.952316,25.621054,9.075616,13.934097,19.001125,14.711094,1.7315674,17.051918,2.5351012,11.12624,-2.3761547,8.914924,-3.7420533,11.627409,0.5934273,8.891662,-0.81294036,8.460878,call_099dffdf8486_orig,synthetic,train
2.480000000000004,2.2407656181661557,-116.30539,82.276764,67.75147,29.430117,42.982925,22.31212,33.35962,20.885902,5.26156,16.594215,9.589157,15.389775,-10.433636,12.992282,-2.1252627,10.008813,-8.595201,11.680777,-0.09379554,7.8201513,-3.2094023,8.772554,-4.022501,9.714405,call_099dffdf8486_agudo,synthetic,train
2.480000000000004,2.2407656181661557,-136.06418,77.14142,71.91495,29.704529,15.843143,19.049963,48.263565,22.112577,7.107974,12.811918,25.653954,13.112957,6.009356,13.822681,9.203915,12.238005,0.79845834,9.804986,1.776457,9.069363,-5.428543,9.598819,3.6672492,9.189375,call_099dffdf8486_grave,synthetic,train
2.480000000000004,2.2407656181661557,-132.77303,71.78607,61.278893,33.40166,34.469757,18.343018,35.3318,24.12342,10.649882,12.508163,16.990303,13.596188,2.454228,15.707401,2.3939295,10.523727,-1.9621651,8.4102125,-3.2591548,10.821486,0.43878222,8.091192,-1.5727947,7.9047184,call_099dffdf8486_ruido,synthetic,train
3.3799999999999955,7.562240930390497,-53.226185,98.39005,44.00954,40.643368,31.271303,26.855247,33.697422,28.535263,16.39165,19.710428,4.474311,14.530288,1.1540407,14.296711,4.1392546,10.254824,-9.762915,8.5937605,0.79996264,8.354863,-3.8678727,7.3206573,-8.909108,6.888824,call_0a9c546208d1_orig,human,train
3.3799999999999955,7.562240930390497,-28.338364,75.07637,53.415558,32.87128,38.660873,30.711714,30.936348,21.36757,8.456757,18.592957,-4.1725025,14.488265,0.579617,13.162703,-8.588411,9.481509,-8.188969,8.592102,-0.7721399,7.6936054,-10.435736,8.061436,-1.952353,7.950633,call_0a9c546208d1_agudo,human,train
3.3799999999999955,7.562240930390497,-33.990593,68.516815,45.859474,34.533096,21.60673,21.4243,35.79517,31.966301,18.571905,16.535213,18.151194,13.367751,-2.1437323,11.308731,13.282078,12.013224,-0.712989,8.047982,-2.1173365,7.0424886,2.3213928,7.5268345,3.0499005,7.263748,call_0a9c546208d1_grave,human,train
3.3799999999999955,7.562240930390497,-50.795113,78.36345,42.108696,37.01293,29.88511,24.336016,31.494286,27.040762,14.5871105,18.130411,5.0476074,12.950006,0.34854615,13.056907,3.7993023,9.766214,-9.153969,8.298904,0.9390658,7.9620433,-3.4886916,6.9402957,-8.579496,6.614991,call_0a9c546208d1_ruido,human,train
1.7199999999999989,5.998231117855486,-78.496956,136.61884,59.509468,39.794083,12.089152,29.575464,29.350784,26.407242,5.198869,15.518485,7.581851,13.557471,2.078861,11.722368,-3.893042,9.771584,-3.1039867,10.921369,-6.24964,10.462188,-2.4176636,8.783722,0.9366484,8.339947,call_0ab7d2a0c0f5_orig,human,train
1.7199999999999989,5.998231117855486,-48.866085,131.76459,59.92745,36.085155,13.294282,31.88431,26.838629,20.080713,0.55922675,16.87536,3.1909313,12.918375,-10.210966,12.949892,-5.6158433,11.470117,-6.2907214,10.108536,-3.150374,8.70411,1.634265,9.663526,-4.2440195,9.19719,call_0ab7d2a0c0f5_agudo,human,train
1.7199999999999989,5.998231117855486,-56.88806,130.09282,62.318104,38.1541,7.693248,24.388021,26.738564,27.53796,11.273555,14.479031,9.935198,11.688622,6.8662515,11.304853,1.8758067,11.5218,-0.42148015,8.724769,0.032039806,8.770027,-6.8307962,8.971314,-1.2966212,7.9984365,call_0ab7d2a0c0f5_grave,human,train
1.7199999999999989,5.998231117855486,-67.68095,88.2249,35.894066,37.579624,10.014352,24.258476,24.33754,24.104208,4.193985,13.835783,6.1359215,12.040127,1.9533782,10.631579,-3.122825,8.448625,-2.5625973,9.557983,-5.173057,9.049681,-2.2992477,7.944633,0.019214362,7.477279,call_0ab7d2a0c0f5_ruido,human,train
4.74,4.440579433629264,-83.24626,80.81828,56.944206,33.109913,18.262478,36.592316,15.610759,19.282236,-7.4725647,21.807737,-2.6713247,15.421336,-13.740064,12.449628,-1.4617077,10.430675,-17.52895,9.611011,1.4549577,9.444189,-10.043112,9.54339,1.5282851,9.850126,call_0cf2f4a71328,synthetic,val
3.0600000000000023,4.492911821970244,-141.07085,107.563515,75.07904,34.008484,29.64351,32.12716,15.752964,18.209688,1.4215779,18.427774,3.1010516,15.9266205,3.4335766,11.717865,2.469819,11.943669,-1.455831,10.285537,1.6933932,10.71237,-0.2594543,11.138104,1.1229153,11.233938,call_0e101713ee94_orig,synthetic,train
3.0600000000000023,4.492911821970244,-106.86448,85.30132,85.98391,28.837563,31.525406,31.542017,8.123834,14.356929,-1.3944166,20.14854,3.368001,12.944141,1.6794968,13.828903,-1.4464074,10.662086,0.33696157,10.69466,0.71887195,11.341859,-0.2334075,11.935313,-0.94469005,11.522537,call_0e101713ee94_agudo,synthetic,train
3.0600000000000023,4.492911821970244,-127.25274,79.37562,81.35593,32.29939,23.633675,25.279064,33.482323,20.004694,-5.3730097,14.112996,11.589513,16.477312,-8.027227,12.388907,12.347512,10.075943,-8.55731,8.990741,7.0964584,9.435417,-7.057603,9.589925,6.82316,8.539925,call_0e101713ee94_grave,synthetic,train
3.0600000000000023,4.492911821970244,-123.87051,73.69501,60.894024,32.281834,26.716118,25.519346,14.361095,15.011332,2.71384,15.360235,2.4738111,14.031515,2.862134,9.822162,1.8746839,9.883125,-0.10671487,9.055193,1.2047948,9.380786,-0.4454422,9.166677,0.7563721,9.927055,call_0e101713ee94_ruido,synthetic,train
4.529999999999998,6.69685013832234,-101.30206,106.45281,47.914574,36.289837,55.066673,34.823246,12.874643,21.069214,-14.0601225,19.43659,-2.8003187,17.004902,-9.493111,12.708112,0.89376414,12.036521,-11.114348,10.522672,-1.1232343,8.075145,-8.066808,9.967268,-2.1477554,9.037333,call_0e1e2f29bfdc,human,val
1.9199999999999946,3.2276460099323314,-119.978874,123.289986,73.123825,36.556007,31.211033,29.178654,27.925156,21.114122,7.5493307,14.100093,0.9180917,14.060153,4.9317,10.666395,-0.9195574,9.564737,-2.6145267,9.247354,10.3534775,8.126755,-1.3991306,8.627052,4.0786667,6.67247,call_10aa0d1d33f0,human,val
3.7199999999999953,2.680498937924247,-63.672474,109.14005,53.331272,32.613472,17.719582,22.787067,28.052841,23.049463,-2.0219946,16.583828,3.3470163,17.047247,-10.569723,17.257044,0.8361062,11.51232,-13.595894,11.69728,-1.9332108,11.354113,-4.1171303,9.316006,-5.287369,8.981101,call_10ceaf16fbbf_orig,synthetic,train
3.7199999999999953,2.680498937924247,-41.924213,83.21888,49.880585,22.345535,23.682451,23.701042,17.621706,17.55289,-8.743362,16.57942,-8.347694,15.652987,-11.21607,13.605707,-6.114054,11.470332,-10.530406,10.893052,3.5826383,9.449259,-6.6424584,9.27677,3.3219824,7.8985543,call_10ceaf16fbbf_agudo,synthetic,train
3.7199999999999953,2.680498937924247,-56.936012,75.85111,66.92256,27.694382,1.7247702,16.381727,46.18701,19.498177,-2.9718509,12.881542,17.67005,12.893421,-11.945591,16.318289,6.2515926,12.975033,-7.071697,9.406584,-5.068853,10.312698,-5.5130014,8.653912,0.3243376,8.339564,call_10ceaf16fbbf_grave,synthetic,train
