anon_id,label,split,duracion_s,silencio_pct,c0_voz_db,c0_silencio_db,c0_snr_db,c0_ceros_pct,c0_saturado_pct,c0_dc,c0_valores_distintos,c0_pico,c0_voz_graves_pct,c0_voz_agudos_pct,c0_voz_centroide_hz,c0_silencio_graves_pct,c0_silencio_agudos_pct,c0_silencio_centroide_hz,c0_silencio_inclinacion_db,c1_voz_db,c1_silencio_db,c1_snr_db,c1_ceros_pct,c1_saturado_pct,c1_dc,c1_valores_distintos,c1_pico,c1_voz_graves_pct,c1_voz_agudos_pct,c1_voz_centroide_hz,c1_silencio_graves_pct,c1_silencio_agudos_pct,c1_silencio_centroide_hz,c1_silencio_inclinacion_db,c0_eco_db,agente_pct,agente_turnos_min,agente_turno_mediana_s,agente_latencia_mediana_s,agente_interrupciones_min,llamante_latencia_mediana_s
call_064d8dd77899,synthetic,train,140.38,20.900413164268414,-15.710607,-44.182266,28.47166,0.1035276073619632,0.0,-1.1136308590967374,251,31100,21.041565,0.026857281,631.9626721070148,20.58117,0.058152605,712.4422699477964,20.937561,-22.48163,-59.385193,36.903564,5.204072937968643,0.0,-2.242577290212281,244,27004,22.589432,0.0034972746,606.254065658555,50.73253,0.08825526,555.2933970355895,17.39592,-0.102207184,55.02208291779455,7.265992306596382,5.079999999999998,1.8599999999999994,0.0,2.3599999999999994
call_06b5a78ea12e,synthetic,train,133.1,13.32832456799399,-22.019442,-72.243645,50.224205,0.22406989853438558,0.0,3.0669271224643126,235,23932,32.106735,0.005505871,594.4928681781273,7.9120746,14.027422,1943.4501225596555,0.56669617,-22.246479,-59.66808,37.4216,5.088077790304397,0.0,-2.0711570247933886,247,29052,23.180386,0.0037999004,598.0544183247177,48.111683,0.09832595,599.9943234845466,17.120651,0.0,44.1322314049587,7.212622088655147,2.460000000000008,1.740000000000002,0.0,-1.1400000000000041
call_0847d7417bb1,synthetic,val,115.4,19.930675909878683,-17.238308,-72.243645,55.005337,0.35054347826086957,0.0013971684053651267,4.176265164644714,254,32124,20.647694,0.006686377,646.2669228927466,7.800788,9.238061,1843.3930415172383,1.664505,-22.292744,-58.56012,36.267376,4.989673913043478,0.0,-1.8771100519930677,241,25980,19.725561,0.00320622,610.8362061430071,48.910595,0.089313254,586.911553937681,16.604889,0.0,46.63778162911616,6.759098786828423,4.200000000000003,1.460000000000008,0.0,1.999999999999993
call_092aef8d1243,human,train,134.76,7.598508459483526,-25.679256,-71.45214,45.772884,0.4870724382919505,0.0,3.3914811516770555,229,27004,5.3499513,0.07792591,789.1548151038072,32.57636,2.9267468,849.4933710645737,9.297615,-22.673605,-59.56733,36.893723,5.915671769330306,0.0,-2.1232598693974474,239,23932,25.223684,0.0035398735,582.5484647497964,51.35401,0.10573626,568.2400890036358,16.299316,-0.7915039,65.40516473731078,11.130899376669635,3.460000000000008,1.1999999999999993,3.116651825467498,-1.3299999999999965
call_098d8081babe,synthetic,train,147.9,23.651115618661258,-12.965665,-72.243645,59.27798,0.2019010863350486,0.008610792192881744,3.9252839756592293,249,32124,25.76179,0.030886056,812.4588077570658,8.052438,13.918611,1935.3811187777196,0.6194153,-22.484482,-60.656986,38.172504,5.891223556317896,0.0,-2.0913176132521976,247,27004,20.163162,0.0037578933,607.4159185797203,52.787006,0.09817463,547.2798315164238,17.389496,0.0,45.62542258282623,6.896551724137931,3.6400000000000006,1.4099999999999966,0.8113590263691682,3.280000000000001
call_099dffdf8486,synthetic,train,101.4,20.74938362919132,-14.974776,-72.243645,57.268867,0.5958923235047737,0.009669479606188467,2.460310650887574,254,32124,68.513626,0.0055146376,262.63037160984305,8.202734,13.887057,1938.520036304445,0.6029358,-22.419655,-58.0999,35.680244,4.540188570511945,0.0,-1.8430917159763314,236,22908,21.630049,0.0038787047,611.146456041097,47.166786,0.11124434,656.5657176974662,14.495522,0.0,41.28205128205128,8.284023668639053,2.789999999999999,1.4700000000000024,0.5917159763313609,2.3299999999999983
call_0a9c546208d1,human,train,117.38,12.676669790424263,-19.723255,-72.243645,52.52039,0.5468795940826116,0.0,-3.920403816663827,239,31100,32.007915,0.25378415,460.5357221758929,9.515503,33.20117,2355.5733436435717,-2.417839,-21.752855,-58.47386,36.72101,5.016843219449088,0.0,-1.9981981598227978,242,25980,21.60895,0.0034910615,599.0549967014127,48.697205,0.08390085,604.0677086856526,17.229279,0.0,60.657692963026086,10.223206679161697,2.95,1.2399999999999949,0.0,1.2999999999999972
call_0ab7d2a0c0f5,human,train,128.52,15.577342047930284,-25.99649,-72.03184,46.035347,0.37275224775224775,0.0,3.716526610644258,231,21884,19.98039,0.16429648,568.0373168575812,31.42193,4.30393,943.6710193474854,8.328186,-20.923439,-58.305252,37.381813,4.745254745254746,0.0,-2.168448490507314,246,29052,20.914562,0.0034627933,605.3492436961604,51.129658,0.07314419,542.3136352873677,18.189278,-0.21180725,54.10830999066293,8.870214752567692,3.9000000000000057,1.3799999999999955,1.4005602240896355,1.3200000000000038
call_0cf2f4a71328,synthetic,val,159.0,18.0376572327044,-21.152142,-72.243645,51.091503,0.22576806907282548,0.0,3.464676100628931,236,24956,31.111326,0.008140619,558.7862465397537,8.761408,13.532039,1906.3324700639917,0.9089432,-23.276606,-58.510452,35.23385,4.712363634778742,0.0,-1.8418867924528302,235,22908,24.347658,0.0037013765,579.2226163834271,47.987446,0.09491112,628.1097710997728,15.950516,0.0,41.44654088050316,7.169811320754717,2.8400000000000034,1.3499999999999979,1.1320754716981132,2.6000000000000014
call_0e101713ee94,synthetic,train,209.34,11.99000429922614,-26.002716,-72.243645,46.24093,0.08416376575580556,0.000825842937886701,3.5998137002006305,254,32124,40.043465,0.011641204,441.75594892832265,8.423226,13.575369,1919.4651216398622,0.7951431,-22.0368,-58.036125,35.999325,4.381495923784481,0.0,-1.8658904175026274,243,27004,21.096304,0.0033401616,606.0567023074526,43.298187,0.033086207,540.6782837148188,20.114807,0.0,45.01767459635042,8.025222126683865,2.240000000000009,1.3400000000000034,0.8598452278589854,1.859999999999994
call_0e1e2f29bfdc,human,val,129.44,11.341258498145859,-24.108278,-72.243645,48.13537,0.802104886709071,0.0,5.205465852904821,226,18812,22.442326,0.06676177,652.8496791191968,23.580421,7.6526027,1291.142719135801,4.006714,-22.694342,-57.661102,34.96676,4.6312616547883625,0.0,-1.9979372682323857,242,27004,20.503685,0.003540736,626.198375403742,50.078617,0.0921162,611.2024329212124,16.081718,0.0,61.34116192830654,12.515451174289247,2.3599999999999923,1.259999999999998,1.3906056860321385,0.6899999999999986
call_10aa0d1d33f0,human,val,136.16,17.61163337250294,-19.61147,-72.243645,52.632175,0.1188490408673895,0.0,5.732840041128084,236,27004,62.78311,0.013582111,281.1966334847203,36.59443,7.8320384,1236.5514991148661,3.505577,-22.10906,-59.6382,37.529137,5.02606338615513,0.0,-1.939930963572268,238,25980,21.283417,0.0034905486,602.6286554642851,50.984035,0.103245296,588.2140441921482,15.885353,0.0,56.94770857814337,8.372502937720329,2.719999999999999,1.4700000000000024,0.881316098707403,1.019999999999996
call_10ceaf16fbbf,synthetic,train,161.3,21.99628022318661,-13.07836,-72.243645,59.165283,0.21913754227733934,0.06183155080213904,2.7047954122752635,241,32124,64.41527,0.013460731,348.64959944273767,7.93733,14.020756,1943.782504900073,0.5500107,-22.501657,-59.826836,37.32518,5.709554678692221,0.0,-2.1519226596404217,248,28028,20.88554,0.00382019,594.9765464635849,51.096367,0.094740085,583.8337559695648,16.536797,0.0,47.737135771853694,6.695598264104153,3.6700000000000013,1.9100000000000001,0.3719776813391196,3.5600000000000023
call_11d3230256a1,human,train,123.16,14.745047093212083,-19.6296,-72.243645,52.614044,0.5692455947136563,0.009071810542398777,3.227212569015914,252,32124,42.186317,0.17964801,514.7823419275328,23.69353,6.6522775,1340.938389096564,4.736885,-21.234095,-58.599213,37.36512,6.222466960352422,0.0,-2.1471216303994805,240,27004,17.311014,0.003479063,618.8169351020846,50.17633,0.110004775,636.3996234567342,14.533257,0.0,56.36570315037349,8.281909710945111,2.8799999999999955,1.6000000000000014,0.48717115946735956,1.0600000000000023
call_120d6007bcc1,synthetic,val,157.28,12.678026449643948,-14.6487255,-72.243645,57.594917,0.05015045135406219,0.023947268588770866,2.172078458799593,241,32124,56.069847,0.026037365,485.3249201510192,8.108889,13.88009,1939.0624233334877,0.6055374,-21.904919,-58.054176,36.149258,4.356193580742226,0.0,-1.811444557477111,249,27004,19.547989,0.0035878425,606.1581397230266,50.050663,0.08549227,604.8147233485752,16.915565,0.0,45.95625635808748,9.155645981688709,2.259999999999991,1.3000000000000114,0.38148524923702953,1.4800000000000004
call_1612f093f8b5,human,train,131.16,6.442512961268679,-24.655823,-50.053925,25.398102,0.8284023668639053,0.0003481900212221818,0.42451585849344314,247,32124,26.42686,0.14596029,608.2487886686749,68.54219,0.3742872,332.5933480486922,21.88414,-21.140999,-58.297596,37.156597,5.201183431952662,0.0,-1.9501334248246416,250,30076,20.72034,0.0033463286,610.988342649484,45.668243,0.08960448,605.2269803907363,16.52819,0.58354187,54.3458371454712,10.064043915827996,2.3900000000000006,-0.129999999999999,3.6596523330283626,-1.3999999999999986
call_16581bcbc272,human,train,102.54,16.120294519212013,-15.407307,-72.243645,56.836338,0.3569321980066244,0.09627625716104392,3.056499902477082,241,32124,16.441175,0.16978839,712.4526814057656,15.0496235,44.716446,2347.0649388224538,0.56534576,-23.369473,-58.59861,35.229137,4.959240157897125,0.0,-1.8920079968792667,235,22908,20.179865,0.0034645435,623.8628367039679,41.393215,0.114621356,753.3284445663581,14.0390625,0.0,46.98654183733181,8.191925102399063,3.360000000000001,1.3999999999999986,1.1702750146284375,0.2799999999999976
call_1761edbd6952,human,train,163.94,1.4700500182993779,-26.267097,-72.243645,45.976547,3.2157676348547715,0.0003335705390499911,2.2212669269244847,247,32124,10.279673,0.23092996,635.8932134480826,18.955698,1.1068919,693.6912046732969,16.586304,-22.319067,-59.80514,37.486076,14.419087136929459,0.0,-2.1705928998414055,245,27004,20.908997,0.0033694385,601.0496678694102,47.456898,0.11667055,639.279895359244,15.635971,0.0,51.06746370623396,6.221788459192387,4.579999999999984,-0.7199999999999989,4.391850677076979,-4.640000000000001
call_181a5049ecae,synthetic,val,142.42,21.20497472265131,-17.498516,-72.243645,54.74513,0.3046345006850137,0.0016567263088137839,4.413270608060666,240,32124,32.358986,0.006075601,590.9590147485143,8.279502,13.979814,1939.1009281170877,0.5739746,-22.432625,-59.838516,37.40589,5.744181522427473,0.0,-2.1838646257548096,245,29052,20.425962,0.0037948906,614.1854230568559,15.904584,0.015986826,565.5003970176829,23.478462,0.0,49.880634742311464,7.58320460609465,2.92,1.4399999999999977,0.0,2.880000000000024
call_185e958a253b,human,val,135.2,11.501479289940828,-17.591599,-72.243645,54.652046,0.19292604501607716,0.02150902344897191,3.4979437869822485,254,32124,15.826063,0.038127936,761.4959392158922,18.274553,6.9201875,1298.3240955484837,5.84256,-21.87971,-59.04886,37.16915,4.909163987138264,0.0,-2.2379548816568047,246,28028,20.192678,0.003462566,608.1780953438275,57.382072,0.076000355,506.58723792197134,18.20816,0.0,58.136094674556226,10.207100591715978,3.0200000000000102,1.120000000000001,0.44378698224852076,-0.240000000000002
call_186e9d6ee732,synthetic,train,117.22,19.877154069271455,-17.87802,-42.29888,24.420862,0.09549356223175966,0.0,-1.778583006312916,254,32124,46.384495,0.021297697,433.7252328305592,51.233902,0.06684078,554.6718737023051,14.703064,-21.80418,-59.64267,37.83849,5.299892703862661,0.0,-2.2730261474151168,250,29052,21.248041,0.0036510509,612.8575290845249,69.46322,0.041337524,384.62561151249764,17.673515,-0.37900543,57.15748165842007,10.237160894045385,2.6099999999999994,1.7000000000000028,0.0,1.7600000000000016
call_189410107163,synthetic,train,195.84,16.42156862745098,-16.278828,-39.406612,23.127785,0.28257151741293535,0.0030322488584474884,-1.2278799019607842,255,32124,23.148098,0.0060499394,580.2321972842983,17.02404,0.016820341,657.6824636078952,24.704727,-22.44609,-58.421803,35.97571,4.792832711442786,0.0,-1.8532398897058824,234,23932,21.320793,0.003405321,603.4778767189102,45.96284,0.09011409,619.2199640046957,16.799255,0.6786499,41.97303921568629,5.514705882352941,3.3800000000000026,1.0800000000000125,0.9191176470588235,-0.8699999999999974
call_18bd3c505fd5,synthetic,train,140.96,16.8416572077185,-19.588497,-72.243645,52.655148,0.3117101937657961,0.0,4.095441969353008,227,23932,23.871569,0.021110246,584.2793598893546,7.5880127,12.078156,1806.9166049885625,2.1415634,-22.424524,-59.0959,36.67138,5.209035383319292,0.0,-2.1192075766174803,233,21884,24.334616,0.0035486696,580.3775048196566,46.283733,0.07945274,588.036914277587,17.489738,0.0,51.83030646992054,6.81044267877412,4.039999999999995,1.4800000000000004,0.851305334846765,2.3399999999999963
call_198ef413fe4a,human,val,127.68,11.591380795739347,-15.699251,-72.243645,56.544395,1.0177450823064382,0.03539253539253539,3.72749843358396,255,32124,6.985288,0.03978255,587.4799754052992,18.787529,5.8064194,1310.733398351547,6.0693436,-22.044847,-58.77559,36.730743,5.237375315669897,0.00017680308203132597,-2.194825932017544,255,32124,19.364395,0.003614742,603.7130770213156,51.73921,0.07116258,540.1564439146105,19.091812,0.0,55.372807017543856,9.868421052631579,2.780000000000001,1.3699999999999983,0.0,0.9699999999999989
call_1a2f3635b411,synthetic,train,140.08,18.075385494003427,-27.563263,-72.243645,44.68038,0.4428317535545023,0.00036168981481481485,4.477905482581382,251,32124,50.92444,0.008668569,379.64158797267515,7.930319,13.883045,1941.0063477772399,0.6244354,-22.847033,-59.260597,36.413567,5.65067140600316,0.0,-2.116701170759566,239,27004,21.91319,0.003538492,590.8038909784801,48.971134,0.085253425,544.1530776898226,17.75351,0.0,50.285551113649326,5.139920045688179,4.829999999999998,1.2999999999999972,0.0,2.5900000000000034
call_1ad99899456c,synthetic,train,178.06,14.61298157924295,-13.635717,-72.243645,58.607925,0.3761547663084469,0.011748789518655654,2.855262271144558,255,32124,8.854125,0.01000746,805.1484343304481,18.65776,12.178108,1716.674679861678,0.6877594,-22.358587,-60.187336,37.82875,5.866188826810275,0.0,-2.047813237111086,249,27004,22.087166,0.0034498274,583.004169618144,54.313717,0.104929745,543.886830039027,16.055,0.0,39.750645849713564,6.73930135909244,2.789999999999999,1.4800000000000075,0.6739301359092441,2.0699999999999967
call_1ba56b3cce45,synthetic,train,162.4,14.741302339901477,-27.391493,-72.243645,44.85215,0.2511500164474543,0.0004524068041983351,3.699799876847291,249,32124,46.519463,0.011498925,400.14527313658306,11.1810255,10.414674,1713.9400999874647,2.6272812,-22.069576,-58.04901,35.979435,4.3342958139923455,0.0007126567844925884,-1.7813916256157636,254,32124,20.1226,0.0035831553,604.2001144969397,49.941517,0.07311913,565.3518176073597,17.303833,0.0,43.20197044334971,8.497536945812808,2.9199999999999875,1.3399999999999999,0.3694581280788177,2.6500000000000057
call_1bf0aa4d4324,human,train,163.7,12.974954184483812,-19.225994,-72.243645,53.01765,0.3790018832391714,0.0,-4.6235003054367745,241,31100,35.398197,0.18980964,413.9353052852548,23.40396,22.568096,1708.7697876132238,1.529892,-22.955248,-58.185883,35.230637,4.782838983050848,0.0,-1.9146670739156995,244,29052,19.307789,0.0035747546,611.8987255217178,47.09076,0.08488044,621.2185433709667,16.506409,0.0,52.596212583995126,8.063530849114235,3.740000000000008,1.5,0.0,1.4600000000000009
call_1c1c0cce9fb5,human,val,144.78,12.757373255974583,-22.034857,-61.696186,39.66133,0.25581851774148795,0.0,0.637460284569692,226,18812,46.550884,0.03588121,463.4894255971249,1.1027808,5.1531644,1542.0885109214348,4.63385,-22.014317,-60.208504,38.194187,5.682148875549029,0.0,-2.1601602431275038,245,28028,20.539734,0.0034306045,620.4577675095904,54.569435,0.091532335,539.0484498562635,17.534775,-0.5174484,58.37822903715984,11.189390799834232,2.8999999999999986,1.2999999999999972,0.8288437629506838,-0.7399999999999878
call_1cc930924760,synthetic,train,117.46,48.595160054486634,-17.659172,-35.271618,17.612446,0.2128596112027225,0.00037855844942459116,-1.8221905329473864,249,32124,20.447435,0.027557323,646.1839781115731,18.802023,0.017272968,638.8851877886635,25.345093,-22.48617,-59.76662,37.28045,5.4167515258223675,0.0,-1.898339860378001,237,24956,17.603895,0.003243364,622.7593230519236,53.42189,0.083753385,535.680814658182,17.966446,-1.8663368,16.090584028605484,4.086497531074408,1.43,-0.28000000000000025,2.043248765537204,-0.7800000000000011
call_1ee2936b46a7,synthetic,train,105.82,15.876015876015876,-22.396591,-72.243645,49.847054,0.25967261904761907,0.0,3.775189000189,250,31100,30.428314,0.024918769,569.4182733424741,8.071478,13.822055,1933.86444426464,0.62364197,-21.755915,-59.716316,37.960403,5.26860119047619,0.0,-2.0936637686637685,241,27004,22.054937,0.003396305,604.0427373869537,49.84882,0.09350442,558.5995766804754,17.45282,0.0,48.95104895104896,7.371007371007372,2.96,1.4299999999999997,1.134001134001134,1.62
call_224586045e67,human,train,142.98,11.847898307455589,-27.59232,-69.02255,41.430233,0.1416754598918249,0.0,-1.2226814939152328,200,11388,24.401377,0.026003549,570.2949370628662,12.326631,3.551433,1273.7228995448706,7.3088303,-22.075136,-59.481766,37.40663,5.202883685923214,0.0,-2.083826409288012,243,27004,20.497972,0.0035014744,624.598331719664,55.441463,0.093900315,530.6076871615085,17.457039,-1.3184738,48.636172891313485,7.553503986571548,3.1199999999999943,1.5,1.2589173310952582,0.6399999999999935
call_22d0f235a47e,human,train,205.3,24.33505845104725,-23.698626,-72.243645,48.54502,0.13635942844132415,0.0,2.6012615684364344,223,20860,21.9255,0.8006795,544.0139847012621,7.4564886,25.26913,2220.4111184381272,-0.9012451,-23.060593,-58.459087,35.398495,4.594437035721166,0.0,-1.8598392596200681,243,27004,20.832859,0.0034407512,596.648890988658,47.608257,0.1057774,642.7746031238763,14.937897,0.0,49.86848514369221,9.936678032148075,2.5699999999999945,1.539999999999992,0.5845104724792985,1.9600000000000009
call_22eacbc23d18,human,train,160.02,15.22926821647294,-24.580734,-72.243645,47.66291,0.28416231105001566,0.0,4.416616672915885,226,18812,24.038885,0.041732367,683.2315965136964,45.312244,3.396156,924.429465034835,5.425003,-22.082483,-59.657597,37.57511,5.398570981591002,0.0,-2.1512748406449194,243,27004,23.08725,0.003517442,597.1540598501834,54.042915,0.094811,559.1655976447017,16.65651,0.0,54.6431696037995,6.374203224596925,3.780000000000001,1.4599999999999937,0.7499062617172852,1.3099999999999987
call_23991b635849,human,train,201.32,10.560364096960063,-20.931559,-72.243645,51.312088,0.37393947589677856,0.0,1.951261672958474,243,29052,17.929907,0.17963457,821.2938479874952,34.475067,0.9263843,638.5518287390355,7.526642,-23.047356,-58.99204,35.944683,5.099335022724467,0.0,-1.8943249552950527,246,28028,22.63371,0.0033774467,593.3584223968862,53.043537,0.10544403,610.0456858039088,14.901924,0.0,56.90443075700376,8.642956487184582,3.1599999999999966,1.6200000000000045,0.2980329823167097,0.9399999999999977
call_24e1989c4d6d,synthetic,train,155.72,23.91463845363473,-19.66882,-37.27517,17.60635,0.21851577106528955,0.0021306742518670033,-1.1562483945543283,255,32124,35.099064,0.02415983,546.2584648103949,38.73147,0.013744641,635.4522503652803,23.819977,-22.250835,-58.103035,35.8522,4.443154011660887,0.0,-1.8511101656819933,242,24956,22.943094,0.003414448,606.0818737447917,49.528866,0.075518034,576.7933774179971,17.833992,-0.64469147,45.86437194965322,9.632674030310813,2.1400000000000006,0.7199999999999989,0.7706139224248651,-0.5600000000000023
call_253156878935,synthetic,train,138.18,23.143725575336518,-11.74333,-72.243645,60.500313,0.259537210756723,0.25603070175438597,5.000180923433203,241,32124,65.77941,0.011612944,276.33675291461003,8.169931,13.921135,1936.3036958342607,0.6305008,-22.157818,-60.58789,38.430073,6.053783614759225,0.0,-2.0871182515559417,255,30076,20.88374,0.0034701321,604.2116735585778,52.54086,0.09960257,545.2389656172708,16.744759,0.0,52.19279201042118,10.421189752496744,2.129999999999999,1.4000000000000021,0.8684324793747287,2.719999999999999
call_26be2ced1f65,synthetic,train,210.16,19.727707460982106,-12.795592,-72.243645,59.44805,0.14260819228287677,0.008746819338422392,3.908990768937952,255,32124,19.026274,0.029589172,853.9672040170108,4.2758,0.021679606,1057.3573827693915,12.248795,-22.245068,-59.006176,36.76111,5.016009503192856,0.0,-2.081753188047202,246,28028,22.842464,0.0035018576,599.9888006393785,49.65182,0.0873599,570.345202056419,16.96241,0.0,50.7898743814237,7.9939094023601065,3.219999999999999,1.309999999999988,0.5709935287400076,3.4000000000000057
call_2741c273bfcc,synthetic,train,190.68,22.991464757709252,-23.490389,-72.243645,48.753258,0.4918439443318193,0.0,3.667754877281309,214,16764,35.48643,0.0051608654,535.6707842061916,8.300695,13.823746,1933.1545846883273,0.58351135,-23.525475,-59.255142,35.729668,5.385477345240234,0.0,-2.0290984896161106,239,24956,24.856186,0.0035690279,581.52778986405,50.590572,0.07589018,538.4548548403104,18.488823,0.0,36.668764422068364,5.978602894902455,2.5200000000000102,1.620000000000001,0.6293266205160478,5.120000000000001
